user_id,playlist_id,playlist_name,list_tracks
273350439,880577377,Faouzia,"[496347327, 509668983, 394548117, 231290841, 308359357, 571259790, 677353626, 682492403, 499754187, 165512532, 113333302, 607967238, 618943629, 437325960, 248871221, 332239193, 270617515, 389735439, 787697143, 809874817, 747145285, 820259254]"
273350439,573684327,جوكر,"[97125549, 111559107, 191789509, 161573496, 134789324, 70620116, 106786442, 85779238, 70620119, 138302851, 70620121, 134948441, 9851200, 72798157]"
273350439,282102908,الفن الراقي,"[261723822, 88626830, 137216386, 365366813, 422771403]"
1127010616,1449057181,Fancee Playlist,[]
1127010616,1449057169,Fancee Playlist,"[953322931, 891842872, 555748188, 151510695, 630158937, 328259925, 327899684, 98490993, 396999057, 255850973, 775307872, 90243755, 259094492, 297167887, 281286307, 210633688]"
697030650,1527937408,All day all night,"[388571859, 268452105, 1362534559, 898455751, 240521139, 1075435987, 1353310588, 1349129326, 1346554654, 215412317, 1245922771, 261219785, 63121479, 1316856268, 1235071177, 1308576148, 253182903, 681996821, 20189199, 949626715, 10596081, 33277257, 441684792, 879013525, 603518304, 326971462, 1091116585, 1245849151, 1263739627, 1200425095, 592906473, 1199968141, 699796741, 631366248, 154812729, 922124005, 1167808483, 1073647144, 283119585, 34548438, 314244495, 758598262, 61092692, 126692870, 444288303, 655842614, 64008225, 217010130, 210633688, 166280525, 318856416, 6466553, 19087066, 242136202, 331585341, 252796626, 455194779, 219983358, 411299880, 384306, 122074419, 208235118, 313751406, 65716639, 155624189, 278861165, 123406633, 97329787, 199467203, 993525571, 296156278, 953838139, 635655255, 1280877499, 731820469, 932677507, 370627646, 255894115, 276650549, 271227527, 359641223, 823458289, 156684038, 1348871152, 859349491, 447287277, 1064631544, 991681891, 1112050894, 1263128389, 231782838, 4926373, 170202151, 152543359, 199199042, 182404702, 253185748, 998759200, 965832691, 180444553, 256256839, 256256957, 1118019694, 1066303519, 648807215, 193781466, 70709284, 1098121807, 128778707, 97395946]"
697030650,1251809464,get high and forget abt it x,"[290272605, 995403379, 236939689, 593517825, 624670854, 197074070, 681388055, 61092692, 65075939, 950444359, 954314539, 498655485, 984003379, 865490362, 281348396, 1008034384, 829595716]"
697030650,926253442,sad :/,"[457391919, 518193327, 400204290, 434757993, 284652818, 261904653, 523891752, 337884339, 734389456, 349304208, 271816224, 435199818, 296496013, 367877759, 501876756, 337882262, 400048773]"
930691741,1190837281,Mood...,"[957621724, 908135905, 945100717, 782186767, 794885044, 785311045, 901860409, 606775467, 962558038, 710699668, 539018871, 924631897, 909191848, 562286949, 911782768, 851315635]"
930691741,1190836378,Gym....,"[280487518, 945100717, 782186767, 794885044, 924631897, 562286949, 395999139, 780293755, 948023794, 800609110, 951967345, 728060368, 1126131520]"
170765917,138939498,scorpion,"[129301217, 197042463, 27033172, 204488103, 52791851, 89485197, 89481387, 85513568, 115823769, 140377856, 47565312, 91654520, 168562231, 183347610, 209999324, 181178249, 215343242, 303527890, 340022035, 113780469, 241220868, 191477804, 250711755, 248310182, 278002889, 253259621, 332927800, 98345026, 23874966, 210195404, 237603952, 252739311, 208859610, 316036188, 134126496, 185710702, 312146033, 294649450, 305568801, 196646938, 107415373, 96736807, 134235651, 132600623, 392309148, 105469076, 257615218, 271935340, 258950327, 175222509, 142259023, 272514805, 15547072, 84278165, 107987118, 268204017, 118082292, 125738497, 126266039, 200301909, 100443017, 116363403, 117426254, 282587165, 145986662, 240307677, 241540963, 328551708, 274635853, 30683917, 269198249, 110990112, 107511510, 164652799, 221859622, 58089619, 85567270, 58208563, 244807288, 394582284, 396684030, 335302843, 15653306, 309227133, 154070985, 775476772]"
1083455314,1535768401,Pop playlist,"[271221115, 301161123, 310108176, 301161119, 679587188, 256044882, 998728237, 256767925, 292575341, 288658696, 292999032, 292999255, 278508712, 278509342, 278508696, 278508903, 278509289, 278508812, 252949810, 252949609, 253187451, 252949878, 253430771, 253187333, 253122423, 1142001742, 254407925, 253850857, 274720380, 396530439, 231782838, 486495918, 259891110, 335915610, 560447676, 597146499, 431099817, 563693139, 712499065, 781674976, 325519648, 1082723470, 323294435, 256119829, 95306719, 893127532, 253634562, 1129867201, 1116387025, 253784004, 170202151, 328200343, 255770536, 328200350, 251387502, 526155132, 861425395, 256209502, 262603156, 284331797, 284331776, 255863010, 193781466, 828639601, 486671055, 842491084, 418684980, 309377534, 1308663292, 284395836, 255884727, 245578129, 237777480, 966255727, 271226253, 711816559, 256083220, 271224938, 319720355, 1230329065, 555584253, 74958037, 256068842, 863430769, 255770309, 672849185, 184881489, 798660295, 600933039, 277386211, 290812196, 847247068, 1344905599, 1326954859, 903272113, 883389634, 1344906112, 290812191, 459441822, 1344905341, 1344905821, 1344906196, 347695345, 256250237, 115637334, 265535208, 689814901, 923553082, 949503280, 402680568, 253592092, 676291319, 600964365, 639078390, 1091068756, 1014672238, 927660829, 516180894, 524711901, 1190562145, 284331783]"
1083455314,1535765752,Dance musice,"[988631716, 1043800981, 353344520, 302604877, 253508531, 1204574869, 1002032845, 834458911, 1116462679, 255884727]"
1083455314,1534778023,Inappropriate music,"[315969281, 849976267, 383233007, 750293980, 1077698248, 896386015, 1158169114, 891960382, 1040998258, 330994531, 621807729, 882914476, 874519363, 1201241770, 220840111, 1039292011]"
1083455314,1533424774,Rave music,"[1321527421, 695890858, 1163045020, 1280465614, 206988953, 279239085, 219825852, 541254126, 334518150, 400635507, 272584580, 171010418, 283231052, 218181618, 1027617979, 560545407, 887243872, 709280554, 547835040, 387367220, 1388610061, 38510651, 273711326, 1305969811, 1381077970]"
1083455314,1532449279,Music to make you feel bad ass😈,"[439160682, 915526555, 341066151, 1300329025, 1385288023, 1358257375, 318113131, 1098618340, 918141130, 695838250, 1171923475, 1161027592, 1215176449, 153750957, 1114188217, 1255236703, 1190136736, 1072605142, 341066226, 315534364, 272105509, 196663201, 547711734]"
1083455314,1529424337,Depressing playlist,"[341199320, 1088350300, 550877823, 343473158, 716594983, 328259811, 711969466, 785736124, 615880500, 256170612, 1236015181, 413588520, 539771355, 580246581, 994756468, 878466484, 855251083, 543819150, 543819195, 543819201, 1230238159, 544757019, 1272150436, 1202789659, 834448087, 971474932, 1255236703, 1325511094, 1368220207]"
1083455314,1524478864,THE TUNES,"[279239085, 219825852, 573698031, 1254495088, 1213025317, 907162579, 1137872890, 1105429489, 224787020, 669876107, 1114928743, 463289547, 1264553758, 1284499285, 1128865987, 877292644, 1356486106, 877292674, 1291656556, 1260020428, 1349672236, 1355015944, 1304903974, 1144259800, 1389716152, 1347496663, 1355548759, 1359095956, 1360440418, 1275158317, 1257972628, 1241612542]"
1083455314,1516632619,Related tracks: Ready To Kill 🐺 [Copyright Free],"[1343242711, 1336496611, 1211960803, 1158742798, 856227685, 964447396, 1258635814, 1037908657, 1111232128, 1194594766, 1304511166, 1350311293, 1338244396, 1330210198, 1334104543, 1352859439, 1361107420, 1347859243, 1324704901, 1357023964, 1320308059]"
218233862,1233974935,قران,"[30750400, 31684637, 341566867, 755776663, 706185589, 700506502, 296080988, 790927975]"
232828302,810277104,sex,"[348754770, 302851959, 314095439, 293680187]"
232828302,773041314,شعبي حزين,"[225143032, 157454282, 157224071]"
232828302,773040438,خليجي,"[81987030, 336831065]"
232828302,727988772,شعبي,"[538739271, 294266442]"
232828302,342361818,me,"[314586986, 308103811, 335706670, 345356864, 336606967, 102594232]"
232828302,236802139,Rab SaD,"[166430983, 146262915, 154264096, 76601715, 132196394, 191789509, 314716305]"
232828302,232463090,sad,"[140685835, 134126496, 80429262, 81755684, 24747560, 102324678, 156902568, 170670665, 117198146, 345356864, 336606967, 332312161, 204132742]"
232828302,232462958,love,"[168977886, 259891702, 556480881]"
1032355579,1392748789,Khefan Playlist,"[842137084, 523556847, 1067347129, 758346349, 274186077, 1138870681, 282926956, 1098121807, 1164922294, 1085278468, 679587188, 859349491, 866100802, 1033459357, 1021736320, 138561940, 956226655, 1225931950, 1257678298, 1238787100, 480200517, 341546259, 366941486, 1067794486, 1073094871, 1346138671, 1193818432, 349393954, 1232945503, 796409647]"
480057756,1360733299,Untitled Playlist,"[334478885, 350890393, 507655146, 497607399, 728389114, 1136427229, 924550285, 833240842, 773281339, 697704259, 1125897931, 1105460314, 285644030, 1121408281, 425545125, 759762697, 526946709, 604385229, 843408103, 350467054, 974745511, 258922289, 339318387, 239484262, 961969084, 750183835, 690069235, 323318800, 237390533, 211336937, 219590176, 220722918, 218514536, 974810146, 443720412, 325704835, 218407348, 216035791, 501273690, 663111977, 325087085, 1017010756, 288097869, 279041345, 344267996, 549899166, 615398631, 350323858, 338478846, 348236176, 341499834, 760169392, 732017128, 701621152, 206622471, 354743003, 312068861, 411444339, 293237628, 293237622, 571456365, 496866504, 279791343, 639278808, 865377853, 865377682, 720591031, 720591040, 626263671, 685636183, 444990117, 407940612, 203619269, 438401202, 292753241, 295457570, 237746070, 756505789, 514969644, 330206222, 319642476, 758376820, 998757127, 572183166, 911421847, 998757139, 883697734, 973314418, 609519162, 567474153, 542270670, 569544039, 494849334, 475893699, 475893672, 475893609, 475893588, 430269447, 375512021, 349185174, 326006533, 301153833, 255269485, 137277440, 642727848, 552574131, 711327439, 711326845, 711326392, 703352635, 482898945, 379300382, 373217078, 370085309, 368208236, 305144128, 305144100, 305144110, 502607415, 692396032, 300107512, 292742924, 282123047, 281218676, 281218670, 281218658, 281218653, 280582459, 268747552, 370279238, 441942120, 482689284, 482689401, 422146524, 231418493, 517358535, 285312452, 213918358, 517358529, 285312430, 640309746, 285312485, 517358532, 571917699, 565711815]"
480057756,1253377984,and more favs,"[407940612, 252602197, 999532828, 426819876, 350467054, 712886698, 544266015, 614243109, 14962873, 843408103, 337522878, 444990117, 176194953, 401505846, 247823262]"
480057756,1252463224,some more favs,"[522882147, 865377682, 277104196, 823204171, 727568221, 370279238, 268747552, 305144110, 647049651, 181667097, 475893588, 984506773, 973314418, 758376820, 783991471, 295457570, 292753241, 203619269, 685636183, 590600157, 444990117, 907894582, 935530948, 760169392, 732017128, 341499834, 279041345, 549899166, 1017010756, 206622471, 520066986, 883180393, 544266015, 907541581, 223705360, 222767398, 476672295, 285333599, 270225175, 709170295, 739626568, 193990140, 310397644, 245940027, 745299652, 614243109, 844716742, 229328069, 153195040, 14962873, 187531293, 946034770, 337736500, 848679952, 248766450, 180881205, 1774017, 253578518, 350467054, 240571162, 226383937, 276471712, 280999911, 193305973, 421406832, 134961277, 396999036, 540301164, 569544039, 69106317, 162006079, 609519162, 453799605, 125798130, 216846955, 218407348, 226902506, 88861746, 601116519, 759762697, 763000468, 480905406, 887331793, 381418226, 350656417, 501273690, 325087085, 322237387, 247258535, 425545125]"
480057756,1225475404,fuck im sad,"[569544039, 468023082, 245940027, 207063627, 758376820, 657458177, 685636183, 368208236, 517358532, 552574131, 489295788]"
480057756,1177327570,301 (read description),[]
480057756,844857926,daytime,"[211336937, 626263671, 534224883, 513229161, 469947567, 433167993, 426824541, 640309746, 639676011, 703352635, 422146524, 337538609, 471786255, 443720412, 177242606]"
480057756,657624246,running in the dark,"[298158783, 438401202, 384050174, 345572968, 517358532, 336985219, 529944432, 251236096, 311175364, 596314044, 186935741, 556998708, 521695266, 461678220, 526946709]"
139448953,82539863,Best,"[157801880, 66283601, 120598881]"
344566412,1505145298,RB.Aaa,"[1345110418, 1263416875, 1333017559, 874541707, 1181798911, 1271402698, 1341640162, 1156373251, 1061846821, 1229542732, 794986297, 1347542317, 1198004302, 119089071, 652103153]"
344566412,1340602825,EE,"[83159523, 34517808, 77821082, 250553551, 163937389, 170230915, 9735966, 412763676, 332239193, 302738496, 601368843, 155983517, 244855659]"
344566412,1302583855,A.vold,"[36692429, 673250327, 61544134, 122842449, 116363403, 173561188, 81606401, 853577143, 79400385, 112764438, 55857925, 190421496, 927827965, 93891995, 214184198, 1164649543, 246210426, 1096546162, 265655511, 118414121, 322901083, 120873503, 106023511, 132865210, 297151219, 46483751, 66034836, 365859233, 255416012, 127040770, 1392579181]"
344566412,1239442303,New private playlist,"[1019353141, 102659291, 114941192, 1103694064, 294240995, 631912602, 1169314864, 1166445106, 299058586, 1010293273, 1075811050, 771833437, 879043681, 614212461, 595487412, 96780314, 270529358, 1154463226]"
344566412,988932652,Only me...!!,"[213150952, 681143792, 486006636, 601229970, 11169575, 122222780, 9999015, 24159636, 64446962, 189005559, 189054534, 449899107, 149724745, 349120079, 83928615, 505216926, 72606113, 216548849, 601368843, 770253739, 446585784, 663486512, 826484464, 837694348, 224353115, 230555227, 594757389, 642851523, 1100694958, 627461883, 326423670, 239876818]"
344566412,977006482,Deeeeeeeep 🤦🏼‍♂️🤦🏼‍♂️,"[750411598, 306662069, 256801721, 150481926, 404498100, 681143792, 394911795, 553130307, 32938756, 173437036, 686104204, 529473096, 300454555, 582595599, 15084836, 184587794, 195520387, 205723613, 449899107, 579013008, 306388928, 322055480, 224894085, 335657963, 239477503, 255882974, 206193142, 663486512, 303862107, 335326989, 294240995, 221776753, 1035481402, 1285122106]"
344566412,898044482,Music 🎼,"[695582689, 694998043, 113029982, 729310711, 180927322, 292653937, 103705258]"
344566412,749709174,Classic ✌🏻,"[23953132, 147265713, 40854024, 195985702, 234957608, 64542535, 180533170, 117342079, 112065457, 81736260, 138301644, 49773699, 75572997, 70129433, 96044223, 112195243, 274071684, 74415219, 194553580, 34517808, 36948864, 58831841, 9083261, 167370242, 142843630, 110967771, 62317397, 133657091, 113515858, 163937389, 27986368, 365859233]"
344566412,732347217,Chilling 🤯,"[509757915, 589913577, 480135636, 564120795, 258204072, 265662565, 408478974, 257355351, 184215769, 95153510, 487718952, 353546177, 219755487, 215856621, 405250893, 483014211, 687032299, 647040132, 636001656, 202374695, 341424444, 113515858, 512300322, 663486512, 173437036, 285737486, 570424254, 5868680, 413957004, 75372556, 260402122, 112908636, 740922328, 740217817, 413298174, 300454555, 1357006624, 856148248]"
344566412,727281315,Meditation 🧘‍♂️,"[320466285, 102456571, 142465949, 102212370, 163153129, 12921405, 326639715, 225684206, 165605363, 102469073, 179176284, 316737106, 12074299, 57023368, 102023666, 81148083]"
344566412,719270853,Arb...!!,"[576579069, 151264515, 444577023, 589988316, 559995780, 396684030, 112234960, 84036095, 205166566, 71490882, 297555581, 550564266, 520476102, 250264997, 519653238, 204155300, 347789034, 126054374, 399423375, 276024046, 82733689, 160538551, 232591582, 445317825, 255781108, 118997110, 165601994, 533255355, 544775310, 555137310, 511088595, 663996707, 413738052, 89499628, 79362282, 147480445, 576138603, 541183863, 330231713, 241444199, 105779038, 520365876, 507599817, 567303477, 724472812, 557635206, 498988323, 461400489, 257247217, 702898009, 94725317, 104967887, 190427458, 281467745, 330191418, 729741355, 1096848592, 234050931, 195652008, 985820683, 406935564, 1100694958, 1116807301, 1094284741, 1082100199, 1072398682, 1219645861, 60751180, 461400654, 1009162987, 1227502162, 1160831746, 1226324428, 1239710305, 1208383120, 1147423831, 1185755026, 1032770449, 1087471918, 1168497520, 940773259, 105519280, 1004170864, 1214601940, 116363403, 638895525, 78919789, 33568965, 152230435, 136944514, 143276906, 596793765, 94620173, 342915170, 392935083, 129803243, 1096889308, 238491604, 529827903, 392088696, 79650769, 343392449, 1213346341, 19259284, 514381365, 19445793, 550830594, 277672366, 222109742, 190421496, 787814494, 444740073, 818614987, 1333037746, 1349984293, 1349367448, 1348727380, 1120541185, 1310533654, 1119344338, 297151219, 228215430, 140012762, 477380637, 1392589099]"
344566412,565435209,Bader🙈🙊,"[307236485, 338134718, 458244855, 455554290, 484828155, 487724565, 329466588, 193378783, 357182075, 465678417, 275057257, 104912491, 28234624, 483649776, 250324097, 237217385, 231917300, 230710127, 122812760, 127480298, 314142624, 151060157, 173899009, 258523036, 160098679, 169623333, 445317825, 292763976, 397560147, 109335299, 34846238, 94326695, 483733203, 732150472, 173531943, 750379189, 109641486, 1009465180, 757647310, 723290971, 19259284, 550830594, 1345110418, 1054528741, 181429074, 636805647, 652103153, 477380637]"
